# Dangle 5P DG
   2.50   2.10   1.90   5.50   5.50   5.50   5.50   5.50   2.30   5.50   3.70   5.50   5.50   5.50   5.50   5.50
   5.50   5.50   5.50   5.50   4.00   3.40   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.20   5.50   2.70
   3.20   3.00   2.40   4.80   3.10   3.00   4.80   3.00   2.50   4.80   1.60   4.80   4.80   4.80   4.80   4.80
   2.90   2.50   2.40   4.80   3.00   3.30   4.80   3.00   4.80   4.80   4.80   4.80   4.80   3.00   4.80   2.10
   1.80   1.40   1.20   4.80   4.80   4.80   4.80   4.80   1.60   4.80   3.00   4.80   4.80   4.80   4.80   4.80
   4.80   4.80   4.80   4.80   3.30   2.70   4.80   3.00   4.80   4.80   4.80   4.80   4.80   2.50   4.80   2.00
   3.20   3.00   2.40   4.80   3.10   3.00   4.80   3.00   2.50   4.80   1.60   4.80   4.80   4.80   4.80   4.80
   2.90   2.50   2.40   4.80   3.00   3.30   4.80   3.00   4.80   4.80   4.80   4.80   4.80   3.00   4.80   2.10
   1.80   1.40   1.20   4.80   4.80   4.80   4.80   4.80   1.60   4.80   3.00   4.80   4.80   4.80   4.80   4.80
   4.80   4.80   4.80   4.80   3.30   2.70   4.80   3.00   4.80   4.80   4.80   4.80   4.80   2.50   4.80   2.00
   3.90   3.70   3.10   5.50   3.80   3.70   5.50   3.70   3.20   5.50   2.30   5.50   5.50   5.50   5.50   5.50
   3.60   3.20   3.10   5.50   3.70   4.00   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.70   5.50   2.80
   2.50   2.10   1.90   5.50   5.50   5.50   5.50   5.50   2.30   5.50   3.70   5.50   5.50   5.50   5.50   5.50
   5.50   5.50   5.50   5.50   4.00   3.40   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.20   5.50   2.70
   3.90   3.70   3.10   5.50   3.80   3.70   5.50   3.70   3.20   5.50   2.30   5.50   5.50   5.50   5.50   5.50
   3.60   3.20   3.10   5.50   3.70   4.00   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.70   5.50   2.80
   2.50   2.10   1.90   5.50   5.50   5.50   5.50   5.50   2.30   5.50   3.70   5.50   5.50   5.50   5.50   5.50
   5.50   5.50   5.50   5.50   4.00   3.40   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.20   5.50   2.70
   3.90   3.70   3.10   5.50   3.80   3.70   5.50   3.70   3.20   5.50   2.30   5.50   5.50   5.50   5.50   5.50
   3.60   3.20   3.10   5.50   3.70   4.00   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.70   5.50   2.80
   2.50   2.10   1.90   5.50   5.50   5.50   5.50   5.50   2.30   5.50   3.70   5.50   5.50   5.50   5.50   5.50
   5.50   5.50   5.50   5.50   4.00   3.40   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.20   5.50   2.70
   3.90   3.70   3.10   5.50   3.80   3.70   5.50   3.70   3.20   5.50   2.30   5.50   5.50   5.50   5.50   5.50
   3.60   3.20   3.10   5.50   3.70   4.00   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.70   5.50   2.80
   2.50   2.10   1.90   5.50   5.50   5.50   5.50   5.50   2.30   5.50   3.70   5.50   5.50   5.50   5.50   5.50
   5.50   5.50   5.50   5.50   4.00   3.40   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.20   5.50   2.70
   3.20   3.00   2.40   4.80   3.10   3.00   4.80   3.00   2.50   4.80   1.60   4.80   4.80   4.80   4.80   4.80
   2.90   2.50   2.40   4.80   3.00   3.30   4.80   3.00   4.80   4.80   4.80   4.80   4.80   3.00   4.80   2.10
   1.80   1.40   1.20   4.80   4.80   4.80   4.80   4.80   1.60   4.80   3.00   4.80   4.80   4.80   4.80   4.80
   4.80   4.80   4.80   4.80   3.30   2.70   4.80   3.00   4.80   4.80   4.80   4.80   4.80   2.50   4.80   2.00
   3.20   3.00   2.40   4.80   3.10   3.00   4.80   3.00   2.50   4.80   1.60   4.80   4.80   4.80   4.80   4.80
   2.90   2.50   2.40   4.80   3.00   3.30   4.80   3.00   4.80   4.80   4.80   4.80   4.80   3.00   4.80   2.10
   1.80   1.40   1.20   4.80   4.80   4.80   4.80   4.80   1.60   4.80   3.00   4.80   4.80   4.80   4.80   4.80
   4.80   4.80   4.80   4.80   3.30   2.70   4.80   3.00   4.80   4.80   4.80   4.80   4.80   2.50   4.80   2.00
   3.90   3.70   3.10   5.50   3.80   3.70   5.50   3.70   3.20   5.50   2.30   5.50   5.50   5.50   5.50   5.50
   3.60   3.20   3.10   5.50   3.70   4.00   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.70   5.50   2.80
   2.50   2.10   1.90   5.50   5.50   5.50   5.50   5.50   2.30   5.50   3.70   5.50   5.50   5.50   5.50   5.50
   5.50   5.50   5.50   5.50   4.00   3.40   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.20   5.50   2.70
   3.90   3.70   3.10   5.50   3.80   3.70   5.50   3.70   3.20   5.50   2.30   5.50   5.50   5.50   5.50   5.50
   3.60   3.20   3.10   5.50   3.70   4.00   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.70   5.50   2.80
   2.50   2.10   1.90   5.50   5.50   5.50   5.50   5.50   2.30   5.50   3.70   5.50   5.50   5.50   5.50   5.50
   5.50   5.50   5.50   5.50   4.00   3.40   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.20   5.50   2.70
   3.90   3.70   3.10   5.50   3.80   3.70   5.50   3.70   3.20   5.50   2.30   5.50   5.50   5.50   5.50   5.50
   3.60   3.20   3.10   5.50   3.70   4.00   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.70   5.50   2.80
   2.50   2.10   1.90   5.50   5.50   5.50   5.50   5.50   2.30   5.50   3.70   5.50   5.50   5.50   5.50   5.50
   5.50   5.50   5.50   5.50   4.00   3.40   5.50   3.70   5.50   5.50   5.50   5.50   5.50   3.20   5.50   2.70
# 1/2 Internal Loop DH
  -8.28  -9.98  -9.98  -9.98  -8.88  -8.68  -8.68  -8.68 -12.28 -15.78 -15.78 -15.78  -9.18  -9.18  -9.18  -9.18
  -8.58 -10.28 -10.28 -10.28  -7.68  -7.48  -7.48  -7.48  -5.38  -8.88  -8.88  -8.88  -5.08  -5.08  -5.08  -5.08
  -8.08  -9.78  -9.78  -9.78  -9.38  -9.18  -9.18  -9.18 -12.28 -15.78 -15.78 -15.78 -10.08 -10.08 -10.08 -10.08
  -7.08  -8.78  -8.78  -8.78  -3.98  -3.78  -3.78  -3.78  -6.18  -9.68  -9.68  -9.68  -4.69  -4.69  -4.69  -4.69
  -9.48 -11.18 -11.18 -11.18 -11.38 -11.18 -11.18 -11.18  -8.98 -12.48 -12.48 -12.48 -12.08 -12.08 -12.08 -12.08
 -11.48 -13.18 -13.18 -13.18  -5.68  -5.48  -5.48  -5.48  -6.48  -9.98  -9.98  -9.98  -7.18  -7.18  -7.18  -7.18
 -11.38 -13.08 -13.08 -13.08  -9.98  -9.78  -9.78  -9.78  -9.58 -13.08 -13.08 -13.08 -10.68 -10.68 -10.68 -10.68
  -9.28 -10.98 -10.98 -10.98  -7.58  -7.38  -7.38  -7.38  -8.38 -11.88 -11.88 -11.88  -8.98  -8.98  -8.98  -8.98
 -14.58 -16.28 -16.28 -16.28 -12.08 -11.88 -11.88 -11.88 -13.68 -17.18 -17.18 -17.18 -13.58 -13.58 -13.58 -13.58
  -9.48 -11.18 -11.18 -11.18  -7.08  -6.88  -6.88  -6.88  -8.58 -12.08 -12.08 -12.08  -9.98  -9.98  -9.98  -9.98
 -13.68 -15.38 -15.38 -15.38 -11.98 -11.78 -11.78 -11.78 -12.78 -16.28 -16.28 -16.28 -12.68 -12.68 -12.68 -12.68
 -12.38 -14.08 -14.08 -14.08  -9.98  -9.78  -9.78  -9.78 -11.48 -14.98 -14.98 -14.98 -11.88 -11.88 -11.88 -11.88
 -11.48 -13.18 -13.18 -13.18 -10.48 -10.28 -10.28 -10.28 -12.98 -16.48 -16.48 -16.48 -11.38 -11.38 -11.38 -11.38
  -9.08 -10.78 -10.78 -10.78  -7.38  -7.18  -7.18  -7.18  -6.98 -10.48 -10.48 -10.48  -8.08  -8.08  -8.08  -8.08
 -10.88 -12.58 -12.58 -12.58 -10.68 -10.48 -10.48 -10.48 -12.58 -16.08 -16.08 -16.08 -11.38 -11.38 -11.38 -11.38
  -9.78 -11.48 -11.48 -11.48  -6.98  -6.78  -6.78  -6.78  -8.88 -12.38 -12.38 -12.38  -6.88  -6.88  -6.88  -6.88
  -8.58 -10.28 -10.28 -10.28  -8.58  -8.38  -8.38  -8.38  -9.38 -12.88 -12.88 -12.88  -9.28  -9.28  -9.28  -9.28
  -6.88  -8.58  -8.58  -8.58  -4.98  -4.78  -4.78  -4.78  -5.78  -9.28  -9.28  -9.28  -5.68  -5.68  -5.68  -5.68
  -7.68  -9.38  -9.38  -9.38  -9.48  -9.28  -9.28  -9.28 -10.28 -13.78 -13.78 -13.78 -10.18 -10.18 -10.18 -10.18
  -7.58  -9.28  -9.28  -9.28  -5.88  -5.68  -5.68  -5.68  -6.68 -10.18 -10.18 -10.18  -6.58  -6.58  -6.58  -6.58
  -8.58 -10.28 -10.28 -10.28  -8.58  -8.38  -8.38  -8.38  -9.38 -12.88 -12.88 -12.88  -9.28  -9.28  -9.28  -9.28
  -6.88  -8.58  -8.58  -8.58  -4.98  -4.78  -4.78  -4.78  -5.78  -9.28  -9.28  -9.28  -5.68  -5.68  -5.68  -5.68
  -7.68  -9.38  -9.38  -9.38  -9.48  -9.28  -9.28  -9.28 -10.28 -13.78 -13.78 -13.78 -10.18 -10.18 -10.18 -10.18
  -7.58  -9.28  -9.28  -9.28  -5.88  -5.68  -5.68  -5.68  -6.68 -10.18 -10.18 -10.18  -6.58  -6.58  -6.58  -6.58
 -14.28 -13.48 -14.28 -14.28 -11.48 -10.78 -11.48 -12.98 -18.28 -18.28 -18.28 -18.28 -13.98 -13.28 -13.98 -14.48
 -14.58 -13.78 -14.58 -14.58 -10.28  -9.58 -10.28 -11.78 -11.38 -11.38 -11.38 -11.38  -9.88  -9.18  -9.88 -10.38
 -14.08 -13.28 -14.08 -14.08 -11.98 -11.28 -11.98 -13.48 -18.28 -18.28 -18.28 -18.28 -14.88 -14.18 -14.88 -15.38
 -13.08 -12.28 -13.08 -13.08  -6.58  -5.88  -6.58  -8.08 -12.18 -12.18 -12.18 -12.18  -9.49  -8.79  -9.49  -9.99
 -15.48 -14.68 -15.48 -15.48 -13.98 -13.28 -13.98 -15.48 -14.98 -14.98 -14.98 -14.98 -16.88 -16.18 -16.88 -17.38
 -17.48 -16.68 -17.48 -17.48  -8.28  -7.58  -8.28  -9.78 -12.48 -12.48 -12.48 -12.48 -11.98 -11.28 -11.98 -12.48
 -17.38 -16.58 -17.38 -17.38 -12.58 -11.88 -12.58 -14.08 -15.58 -15.58 -15.58 -15.58 -15.48 -14.78 -15.48 -15.98
 -15.28 -14.48 -15.28 -15.28 -10.18  -9.48 -10.18 -11.68 -14.38 -14.38 -14.38 -14.38 -13.78 -13.08 -13.78 -14.28
 -20.58 -19.78 -20.58 -20.58 -14.68 -13.98 -14.68 -16.18 -19.68 -19.68 -19.68 -19.68 -18.38 -17.68 -18.38 -18.88
 -15.48 -14.68 -15.48 -15.48  -9.68  -8.98  -9.68 -11.18 -14.58 -14.58 -14.58 -14.58 -14.78 -14.08 -14.78 -15.28
 -19.68 -18.88 -19.68 -19.68 -14.58 -13.88 -14.58 -16.08 -18.78 -18.78 -18.78 -18.78 -17.48 -16.78 -17.48 -17.98
 -18.38 -17.58 -18.38 -18.38 -12.58 -11.88 -12.58 -14.08 -17.48 -17.48 -17.48 -17.48 -16.68 -15.98 -16.68 -17.18
 -17.48 -16.68 -17.48 -17.48 -13.08 -12.38 -13.08 -14.58 -18.98 -18.98 -18.98 -18.98 -16.18 -15.48 -16.18 -16.68
 -15.08 -14.28 -15.08 -15.08  -9.98  -9.28  -9.98 -11.48 -12.98 -12.98 -12.98 -12.98 -12.88 -12.18 -12.88 -13.38
 -16.88 -16.08 -16.88 -16.88 -13.28 -12.58 -13.28 -14.78 -18.58 -18.58 -18.58 -18.58 -16.18 -15.48 -16.18 -16.68
 -15.78 -14.98 -15.78 -15.78  -9.58  -8.88  -9.58 -11.08 -14.88 -14.88 -14.88 -14.88 -11.68 -10.98 -11.68 -12.18
 -14.58 -13.78 -14.58 -14.58 -11.18 -10.48 -11.18 -12.68 -15.38 -15.38 -15.38 -15.38 -14.08 -13.38 -14.08 -14.58
 -12.88 -12.08 -12.88 -12.88  -7.58  -6.88  -7.58  -9.08 -11.78 -11.78 -11.78 -11.78 -10.48  -9.78 -10.48 -10.98
 -13.68 -12.88 -13.68 -13.68 -12.08 -11.38 -12.08 -13.58 -16.28 -16.28 -16.28 -16.28 -14.98 -14.28 -14.98 -15.48
 -13.58 -12.78 -13.58 -13.58  -8.48  -7.78  -8.48  -9.98 -12.68 -12.68 -12.68 -12.68 -11.38 -10.68 -11.38 -11.88
 -14.58 -13.78 -14.58 -14.58 -11.18 -10.48 -11.18 -12.68 -15.38 -15.38 -15.38 -15.38 -14.08 -13.38 -14.08 -14.58
 -12.88 -12.08 -12.88 -12.88  -7.58  -6.88  -7.58  -9.08 -11.78 -11.78 -11.78 -11.78 -10.48  -9.78 -10.48 -10.98
 -13.68 -12.88 -13.68 -13.68 -12.08 -11.38 -12.08 -13.58 -16.28 -16.28 -16.28 -16.28 -14.98 -14.28 -14.98 -15.48
 -13.58 -12.78 -13.58 -13.58  -8.48  -7.78  -8.48  -9.98 -12.68 -12.68 -12.68 -12.68 -11.38 -10.68 -11.38 -11.88
  -9.18 -12.78  -9.58 -12.78 -13.48  -9.38  -9.38 -10.18 -15.98 -16.28 -15.08 -16.28 -10.88 -10.88 -10.88 -11.58
  -9.48 -13.08  -9.88 -13.08 -12.28  -8.18  -8.18  -8.98  -9.08  -9.38  -8.18  -9.38  -6.78  -6.78  -6.78  -7.48
  -8.98 -12.58  -9.38 -12.58 -13.98  -9.88  -9.88 -10.68 -15.98 -16.28 -15.08 -16.28 -11.78 -11.78 -11.78 -12.48
  -7.98 -11.58  -8.38 -11.58  -8.58  -4.48  -4.48  -5.28  -9.88 -10.18  -8.98 -10.18  -6.39  -6.39  -6.39  -7.09
 -10.38 -13.98 -10.78 -13.98 -15.98 -11.88 -11.88 -12.68 -12.68 -12.98 -11.78 -12.98 -13.78 -13.78 -13.78 -14.48
 -12.38 -15.98 -12.78 -15.98 -10.28  -6.18  -6.18  -6.98 -10.18 -10.48  -9.28 -10.48  -8.88  -8.88  -8.88  -9.58
 -12.28 -15.88 -12.68 -15.88 -14.58 -10.48 -10.48 -11.28 -13.28 -13.58 -12.38 -13.58 -12.38 -12.38 -12.38 -13.08
 -10.18 -13.78 -10.58 -13.78 -12.18  -8.08  -8.08  -8.88 -12.08 -12.38 -11.18 -12.38 -10.68 -10.68 -10.68 -11.38
 -15.48 -19.08 -15.88 -19.08 -16.68 -12.58 -12.58 -13.38 -17.38 -17.68 -16.48 -17.68 -15.28 -15.28 -15.28 -15.98
 -10.38 -13.98 -10.78 -13.98 -11.68  -7.58  -7.58  -8.38 -12.28 -12.58 -11.38 -12.58 -11.68 -11.68 -11.68 -12.38
 -14.58 -18.18 -14.98 -18.18 -16.58 -12.48 -12.48 -13.28 -16.48 -16.78 -15.58 -16.78 -14.38 -14.38 -14.38 -15.08
 -13.28 -16.88 -13.68 -16.88 -14.58 -10.48 -10.48 -11.28 -15.18 -15.48 -14.28 -15.48 -13.58 -13.58 -13.58 -14.28
 -12.38 -15.98 -12.78 -15.98 -15.08 -10.98 -10.98 -11.78 -16.68 -16.98 -15.78 -16.98 -13.08 -13.08 -13.08 -13.78
  -9.98 -13.58 -10.38 -13.58 -11.98  -7.88  -7.88  -8.68 -10.68 -10.98  -9.78 -10.98  -9.78  -9.78  -9.78 -10.48
 -11.78 -15.38 -12.18 -15.38 -15.28 -11.18 -11.18 -11.98 -16.28 -16.58 -15.38 -16.58 -13.08 -13.08 -13.08 -13.78
 -10.68 -14.28 -11.08 -14.28 -11.58  -7.48  -7.48  -8.28 -12.58 -12.88 -11.68 -12.88  -8.58  -8.58  -8.58  -9.28
  -9.48 -13.08  -9.88 -13.08 -13.18  -9.08  -9.08  -9.88 -13.08 -13.38 -12.18 -13.38 -10.98 -10.98 -10.98 -11.68
  -7.78 -11.38  -8.18 -11.38  -9.58  -5.48  -5.48  -6.28  -9.48  -9.78  -8.58  -9.78  -7.38  -7.38  -7.38  -8.08
  -8.58 -12.18  -8.98 -12.18 -14.08  -9.98  -9.98 -10.78 -13.98 -14.28 -13.08 -14.28 -11.88 -11.88 -11.88 -12.58
  -8.48 -12.08  -8.88 -12.08 -10.48  -6.38  -6.38  -7.18 -10.38 -10.68  -9.48 -10.68  -8.28  -8.28  -8.28  -8.98
  -9.48 -13.08  -9.88 -13.08 -13.18  -9.08  -9.08  -9.88 -13.08 -13.38 -12.18 -13.38 -10.98 -10.98 -10.98 -11.68
  -7.78 -11.38  -8.18 -11.38  -9.58  -5.48  -5.48  -6.28  -9.48  -9.78  -8.58  -9.78  -7.38  -7.38  -7.38  -8.08
  -8.58 -12.18  -8.98 -12.18 -14.08  -9.98  -9.98 -10.78 -13.98 -14.28 -13.08 -14.28 -11.88 -11.88 -11.88 -12.58
  -8.48 -12.08  -8.88 -12.08 -10.48  -6.38  -6.38  -7.18 -10.38 -10.68  -9.48 -10.68  -8.28  -8.28  -8.28  -8.98
  -8.28  -9.98  -9.98  -9.98  -8.88  -8.68  -8.68  -8.68 -12.28 -15.78 -15.78 -15.78  -9.18  -9.18  -9.18  -9.18
  -8.58 -10.28 -10.28 -10.28  -7.68  -7.48  -7.48  -7.48  -5.38  -8.88  -8.88  -8.88  -5.08  -5.08  -5.08  -5.08
  -8.08  -9.78  -9.78  -9.78  -9.38  -9.18  -9.18  -9.18 -12.28 -15.78 -15.78 -15.78 -10.08 -10.08 -10.08 -10.08
  -7.08  -8.78  -8.78  -8.78  -3.98  -3.78  -3.78  -3.78  -6.18  -9.68  -9.68  -9.68  -4.69  -4.69  -4.69  -4.69
  -9.48 -11.18 -11.18 -11.18 -11.38 -11.18 -11.18 -11.18  -8.98 -12.48 -12.48 -12.48 -12.08 -12.08 -12.08 -12.08
 -11.48 -13.18 -13.18 -13.18  -5.68  -5.48  -5.48  -5.48  -6.48  -9.98  -9.98  -9.98  -7.18  -7.18  -7.18  -7.18
 -11.38 -13.08 -13.08 -13.08  -9.98  -9.78  -9.78  -9.78  -9.58 -13.08 -13.08 -13.08 -10.68 -10.68 -10.68 -10.68
  -9.28 -10.98 -10.98 -10.98  -7.58  -7.38  -7.38  -7.38  -8.38 -11.88 -11.88 -11.88  -8.98  -8.98  -8.98  -8.98
 -14.58 -16.28 -16.28 -16.28 -12.08 -11.88 -11.88 -11.88 -13.68 -17.18 -17.18 -17.18 -13.58 -13.58 -13.58 -13.58
  -9.48 -11.18 -11.18 -11.18  -7.08  -6.88  -6.88  -6.88  -8.58 -12.08 -12.08 -12.08  -9.98  -9.98  -9.98  -9.98
 -13.68 -15.38 -15.38 -15.38 -11.98 -11.78 -11.78 -11.78 -12.78 -16.28 -16.28 -16.28 -12.68 -12.68 -12.68 -12.68
 -12.38 -14.08 -14.08 -14.08  -9.98  -9.78  -9.78  -9.78 -11.48 -14.98 -14.98 -14.98 -11.88 -11.88 -11.88 -11.88
 -11.48 -13.18 -13.18 -13.18 -10.48 -10.28 -10.28 -10.28 -12.98 -16.48 -16.48 -16.48 -11.38 -11.38 -11.38 -11.38
  -9.08 -10.78 -10.78 -10.78  -7.38  -7.18  -7.18  -7.18  -6.98 -10.48 -10.48 -10.48  -8.08  -8.08  -8.08  -8.08
 -10.88 -12.58 -12.58 -12.58 -10.68 -10.48 -10.48 -10.48 -12.58 -16.08 -16.08 -16.08 -11.38 -11.38 -11.38 -11.38
  -9.78 -11.48 -11.48 -11.48  -6.98  -6.78  -6.78  -6.78  -8.88 -12.38 -12.38 -12.38  -6.88  -6.88  -6.88  -6.88
  -8.58 -10.28 -10.28 -10.28  -8.58  -8.38  -8.38  -8.38  -9.38 -12.88 -12.88 -12.88  -9.28  -9.28  -9.28  -9.28
  -6.88  -8.58  -8.58  -8.58  -4.98  -4.78  -4.78  -4.78  -5.78  -9.28  -9.28  -9.28  -5.68  -5.68  -5.68  -5.68
  -7.68  -9.38  -9.38  -9.38  -9.48  -9.28  -9.28  -9.28 -10.28 -13.78 -13.78 -13.78 -10.18 -10.18 -10.18 -10.18
  -7.58  -9.28  -9.28  -9.28  -5.88  -5.68  -5.68  -5.68  -6.68 -10.18 -10.18 -10.18  -6.58  -6.58  -6.58  -6.58
  -8.58 -10.28 -10.28 -10.28  -8.58  -8.38  -8.38  -8.38  -9.38 -12.88 -12.88 -12.88  -9.28  -9.28  -9.28  -9.28
  -6.88  -8.58  -8.58  -8.58  -4.98  -4.78  -4.78  -4.78  -5.78  -9.28  -9.28  -9.28  -5.68  -5.68  -5.68  -5.68
  -7.68  -9.38  -9.38  -9.38  -9.48  -9.28  -9.28  -9.28 -10.28 -13.78 -13.78 -13.78 -10.18 -10.18 -10.18 -10.18
  -7.58  -9.28  -9.28  -9.28  -5.88  -5.68  -5.68  -5.68  -6.68 -10.18 -10.18 -10.18  -6.58  -6.58  -6.58  -6.58
  -7.98 -10.28 -12.88  -9.88 -10.58 -11.38  -8.28  -8.08 -12.68 -15.68 -17.78 -15.68  -8.68  -7.28  -8.68  -7.29
  -8.28 -10.58 -13.18 -10.18  -9.38 -10.18  -7.08  -6.88  -5.78  -8.78 -10.88  -8.78  -4.58  -3.18  -4.58  -3.19
  -7.78 -10.08 -12.68  -9.68 -11.08 -11.88  -8.78  -8.58 -12.68 -15.68 -17.78 -15.68  -9.58  -8.18  -9.58  -8.19
  -6.78  -9.08 -11.68  -8.68  -5.68  -6.48  -3.38  -3.18  -6.58  -9.58 -11.68  -9.58  -4.19  -2.79  -4.19  -2.80
  -9.18 -11.48 -14.08 -11.08 -13.08 -13.88 -10.78 -10.58  -9.38 -12.38 -14.48 -12.38 -11.58 -10.18 -11.58 -10.19
 -11.18 -13.48 -16.08 -13.08  -7.38  -8.18  -5.08  -4.88  -6.88  -9.88 -11.98  -9.88  -6.68  -5.28  -6.68  -5.29
 -11.08 -13.38 -15.98 -12.98 -11.68 -12.48  -9.38  -9.18  -9.98 -12.98 -15.08 -12.98 -10.18  -8.78 -10.18  -8.79
  -8.98 -11.28 -13.88 -10.88  -9.28 -10.08  -6.98  -6.78  -8.78 -11.78 -13.88 -11.78  -8.48  -7.08  -8.48  -7.09
 -14.28 -16.58 -19.18 -16.18 -13.78 -14.58 -11.48 -11.28 -14.08 -17.08 -19.18 -17.08 -13.08 -11.68 -13.08 -11.69
  -9.18 -11.48 -14.08 -11.08  -8.78  -9.58  -6.48  -6.28  -8.98 -11.98 -14.08 -11.98  -9.48  -8.08  -9.48  -8.09
 -13.38 -15.68 -18.28 -15.28 -13.68 -14.48 -11.38 -11.18 -13.18 -16.18 -18.28 -16.18 -12.18 -10.78 -12.18 -10.79
 -12.08 -14.38 -16.98 -13.98 -11.68 -12.48  -9.38  -9.18 -11.88 -14.88 -16.98 -14.88 -11.38  -9.98 -11.38  -9.99
 -11.18 -13.48 -16.08 -13.08 -12.18 -12.98  -9.88  -9.68 -13.38 -16.38 -18.48 -16.38 -10.88  -9.48 -10.88  -9.49
  -8.78 -11.08 -13.68 -10.68  -9.08  -9.88  -6.78  -6.58  -7.38 -10.38 -12.48 -10.38  -7.58  -6.18  -7.58  -6.19
 -10.58 -12.88 -15.48 -12.48 -12.38 -13.18 -10.08  -9.88 -12.98 -15.98 -18.08 -15.98 -10.88  -9.48 -10.88  -9.49
  -9.48 -11.78 -14.38 -11.38  -8.68  -9.48  -6.38  -6.18  -9.28 -12.28 -14.38 -12.28  -6.38  -4.98  -6.38  -4.99
  -8.28 -10.58 -13.18 -10.18 -10.28 -11.08  -7.98  -7.78  -9.78 -12.78 -14.88 -12.78  -8.78  -7.38  -8.78  -7.39
  -6.58  -8.88 -11.48  -8.48  -6.68  -7.48  -4.38  -4.18  -6.18  -9.18 -11.28  -9.18  -5.18  -3.78  -5.18  -3.79
  -7.38  -9.68 -12.28  -9.28 -11.18 -11.98  -8.88  -8.68 -10.68 -13.68 -15.78 -13.68  -9.68  -8.28  -9.68  -8.29
  -7.28  -9.58 -12.18  -9.18  -7.58  -8.38  -5.28  -5.08  -7.08 -10.08 -12.18 -10.08  -6.08  -4.68  -6.08  -4.69
  -8.28 -10.58 -13.18 -10.18 -10.28 -11.08  -7.98  -7.78  -9.78 -12.78 -14.88 -12.78  -8.78  -7.38  -8.78  -7.39
  -6.58  -8.88 -11.48  -8.48  -6.68  -7.48  -4.38  -4.18  -6.18  -9.18 -11.28  -9.18  -5.18  -3.78  -5.18  -3.79
  -7.38  -9.68 -12.28  -9.28 -11.18 -11.98  -8.88  -8.68 -10.68 -13.68 -15.78 -13.68  -9.68  -8.28  -9.68  -8.29
  -7.28  -9.58 -12.18  -9.18  -7.58  -8.38  -5.28  -5.08  -7.08 -10.08 -12.18 -10.08  -6.08  -4.68  -6.08  -4.69
 -11.18 -11.88 -13.58 -12.08 -11.08 -11.08  -9.88 -11.08 -15.48 -16.98 -18.08 -16.98 -11.38 -10.28 -11.38  -9.48
 -11.48 -12.18 -13.88 -12.38  -9.88  -9.88  -8.68  -9.88  -8.58 -10.08 -11.18 -10.08  -7.28  -6.18  -7.28  -5.38
 -10.98 -11.68 -13.38 -11.88 -11.58 -11.58 -10.38 -11.58 -15.48 -16.98 -18.08 -16.98 -12.28 -11.18 -12.28 -10.38
  -9.98 -10.68 -12.38 -10.88  -6.18  -6.18  -4.98  -6.18  -9.38 -10.88 -11.98 -10.88  -6.89  -5.79  -6.89  -4.99
 -12.38 -13.08 -14.78 -13.28 -13.58 -13.58 -12.38 -13.58 -12.18 -13.68 -14.78 -13.68 -14.28 -13.18 -14.28 -12.38
 -14.38 -15.08 -16.78 -15.28  -7.88  -7.88  -6.68  -7.88  -9.68 -11.18 -12.28 -11.18  -9.38  -8.28  -9.38  -7.48
 -14.28 -14.98 -16.68 -15.18 -12.18 -12.18 -10.98 -12.18 -12.78 -14.28 -15.38 -14.28 -12.88 -11.78 -12.88 -10.98
 -12.18 -12.88 -14.58 -13.08  -9.78  -9.78  -8.58  -9.78 -11.58 -13.08 -14.18 -13.08 -11.18 -10.08 -11.18  -9.28
 -17.48 -18.18 -19.88 -18.38 -14.28 -14.28 -13.08 -14.28 -16.88 -18.38 -19.48 -18.38 -15.78 -14.68 -15.78 -13.88
 -12.38 -13.08 -14.78 -13.28  -9.28  -9.28  -8.08  -9.28 -11.78 -13.28 -14.38 -13.28 -12.18 -11.08 -12.18 -10.28
 -16.58 -17.28 -18.98 -17.48 -14.18 -14.18 -12.98 -14.18 -15.98 -17.48 -18.58 -17.48 -14.88 -13.78 -14.88 -12.98
 -15.28 -15.98 -17.68 -16.18 -12.18 -12.18 -10.98 -12.18 -14.68 -16.18 -17.28 -16.18 -14.08 -12.98 -14.08 -12.18
 -14.38 -15.08 -16.78 -15.28 -12.68 -12.68 -11.48 -12.68 -16.18 -17.68 -18.78 -17.68 -13.58 -12.48 -13.58 -11.68
 -11.98 -12.68 -14.38 -12.88  -9.58  -9.58  -8.38  -9.58 -10.18 -11.68 -12.78 -11.68 -10.28  -9.18 -10.28  -8.38
 -13.78 -14.48 -16.18 -14.68 -12.88 -12.88 -11.68 -12.88 -15.78 -17.28 -18.38 -17.28 -13.58 -12.48 -13.58 -11.68
